ACCOUNT,PARENT,ALIAS:_DEFAULT,'STORE',AGGREGATION_(EPBCS)
Applications Supported,IT Chargeback Drivers,<none>,Store,+
OFS_Bad Debt,OFS_Revenue Accounts,null,Store,null
OFS_Bad Debt,OFS_Total Expenses,null,Store,null
OFS_Adjustments to Revenue,OFS_Total Revenue,null,Store,null
OFS_COS to Revenue%,OFS_Revenue KPIs,null,Store,null
Apps Support,IT Chargebacks,<none>,Store,+
OFS_Expense Planning,OFS_Financials Accounts,null,Store,null
OFS_Payroll Taxes,OFS_Compensation Accounts,null,Store,null
OFS_Payroll Taxes,OFS_Total Benefits and Taxes,null,Store,null
OFS_Hotel,OFS_Total Travel and Entertainment Expense,null,Store,null
OFS_Hotel,OFS_Travel and Entertainment Expense Accounts,null,Store,null
OFS_Car Rental,OFS_Travel and Entertainment Expense Accounts,null,Store,null
OFS_Car Rental,OFS_Total Travel and Entertainment Expense,null,Store,null
OFS_Other Marketing,OFS_Project Integration,null,Store,null
OFS_Other Marketing,OFS_Marketing Expense Accounts,null,Store,null
OFS_Other Marketing,OFS_Total Marketing Expense,null,Store,null
OFS_Office and General Expense,OFS_Office Expense Accounts,null,Store,null
OFS_Office and General Expense,OFS_Total Office Expense,null,Store,null
OFS_Office and General Expense,OFS_Project Integration,null,Store,null
OFS_Gain/(Loss) On Sale of Assets,OFS_Other Income and Expense Accounts,null,Store,null
OFS_Gain/(Loss) On Sale of Assets,OFS_Other (Income)/Expense,null,Store,null
OFS_Gain/(Loss) On Sale of Assets,OFS_Capex FinStmt Integration,null,Store,null
OFS_Allowance for Doubtful Accounts,OFS_Total Receivables,null,Store,null
OFS_Allowance for Doubtful Accounts,OFS_Calculated Assets,null,Store,null
OFS_Allowance for Doubtful Accounts,OFS_Asset Accounts,null,Store,null
OFS_Office Furniture and Equipment,OFS_Fixed Asset Accounts,null,Store,null
OFS_Office Furniture and Equipment,OFS_Fixed Assets,null,Store,null
OFS_Office Furniture and Equipment,OFS_Capex FinStmt Integration,null,Store,null
OFS_Asset Retirement Liability,OFS_Total Other Current Liabilities,null,Store,null
OFS_Asset Retirement Liability,OFS_Capex FinStmt Integration,null,Store,null
OFS_Asset Retirement Liability,OFS_Liability Accounts,null,Store,null
OFS_Capital Reserve,OFS_Liability Accounts,null,Store,null
OFS_Capital Reserve,OFS_Total Non Current Liabilities,null,Store,null
OFS_Capital Reserve,OFS_Capex FinStmt Integration,null,Store,null
OFS_Balance Sheet,OFS_Balance Sheet Planning,null,Store,null
I/C Accounts Receivable,OFS_Total Receivables,<none>,Store,+
Labor Expenses,Total IT Spends,<none>,Store,+
Support,Total IT Spends,<none>,Store,+
Software Expenses,Total IT Spends,<none>,Store,+
OFS_Total Taxes,OFS_Total Expenses,null,Store,null
OFS_Expense KPIs,OFS_Expense Planning,null,Store,null
Travel/Opex %,OFS_Expense KPIs,<none>,Store,+
OFS_Income Statement KPIs,OFS_Income Statement,null,Store,null
OFS_Days in Inventory,OFS_Balance Sheet Drivers on Forms,null,Store,null
OFS_Days in Inventory,OFS_Predefined Balance Sheet Drivers,null,Store,null
OFS_Number of Days in Period,OFS_Predefined Balance Sheet Drivers,null,Store,null
OFS_Predefined Balance Sheet Accounts,OFS_Balance Sheet Planning,null,Store,null
OFS_Fixed Asset Accounts,OFS_Asset Accounts,null,Store,null
OFS_Net Fixed Assets,OFS_Total Non Current Assets,null,Store,null
OFS_Return on Invested Capital,OFS_Balance Sheet KPIs,null,Store,null
OFS_Working Capital,OFS_Balance Sheet KPIs,null,Store,null
OWP_Rec. Merit %,OWP_Workforce Planning Accounts for Forms,null,Store,null
OWP_Rec. Merit %,OWP_Dynamic Properties,null,Store,null
OWP_LOA Headcount,OWP_Total Regular Headcount,null,Store,null
OWP_On Sabbatical Headcount,OWP_Total Regular Headcount,null,Store,null
OWP_Total FTE,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Contractor FTE,OWP_Total FTE,null,Store,null
OWP_Temporary FTE,OWP_Total FTE,null,Store,null
Option 3,OWP_Options,<none>,Store,+
OWP_Merit Rates,OWP_Workforce Planning Assumptions,null,Store,null
OWP_No Merit,OWP_Merit Rates,null,Store,null
OFS_Working Capital Turnover,OFS_Balance Sheet KPIs,null,Store,null
OFS_Cash Planning,OFS_Financials Accounts,null,Store,null
OFS_Change in Accrued Liabilities,OFS_Indirect Method Accounts,null,Store,null
OFS_Change in Accrued Liabilities,OFS_Changes in Operating Assets and Liabilities,null,Store,null
OFS_Purchases of Marketable Securities and Other Investments,OFS_Common Method Accounts,null,Store,null
OFS_Purchases of Marketable Securities and Other Investments,OFS_Net Cash From Investing Activities,null,Store,null
OFS_Proceeds from Borrowings,OFS_Capex FinStmt Integration,null,Store,null
OFS_Proceeds from Borrowings,OFS_Common Method Accounts,null,Store,null
OFS_Proceeds from Borrowings,OFS_Net Cash from Financing Activities,null,Store,null
OFS_Cash Beginning Balance,OFS_Predefined Cash Flow Accounts,null,Store,null
OFS_Net Cash Flow,OFS_Indirect Cash Flow Statement,null,Store,null
OFS_Net Cash Flow,OFS_Financials Overview,null,Store,null
Consumer Channel,Revenue,<none>,Store,+
Health Care,Revenue,Medical,Store,+
OFS_Cross Module Integration,Account,null,Store,null
OFS_Project Integration,OFS_Cross Module Integration,null,Store,null
OFS_Workforce FinStmt Integration,OFS_Cross Module Integration,null,Store,null
OWP_Comments,OWP_Employee Properties,null,Store,null
OFS_Short Term Borrowing - Calc to Balance,OFS_Total Liabilities and Equity,null,Store,null
OFS_Debt Ratio,OFS_Balance Sheet KPIs,null,Store,null
OWP_Headcount,OWP_Dynamic Properties,null,Store,null
OWP_Headcount,OWP_Workforce Planning Accounts for Forms,null,Store,null
OWP_Status,OWP_Dynamic Properties,null,Store,null
OWP_Status,OWP_Workforce Planning Accounts for Forms,null,Store,null
OWP_Override Merit %,OWP_Dynamic Properties,null,Store,null
OWP_Override Merit %,OWP_Workforce Planning Accounts for Forms,null,Store,null
OWP_Hours per Week,OWP_Compensation Assumptions,null,Store,null
OWP_Merit Adjustment % Cum,OWP_Compensation Assumptions,null,Store,null
OWP_Maternity Headcount,OWP_Total Regular Headcount,null,Store,null
OWP_Regular FTE,OWP_Total FTE,null,Store,null
OWP_Other FTE,OWP_Total FTE,null,Store,null
OWP_Tiers,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Tier2,OWP_Tiers,null,Store,null
Fringe Rate,OWP_Options,<none>,Store,+
OWP_Attrition Rate,OWP_Strategic Headcount Planning,null,Store,null
OWP_Workforce Planning Accounts for VC,OWP_Workforce Planning Assumptions,null,Store,null
OFS_Long Term Debt to Equity,OFS_Balance Sheet KPIs,null,Store,null
OFS_Other Cash from Financing Activities,OFS_Common Method Accounts,null,Store,null
OFS_Other Cash from Financing Activities,OFS_Net Cash from Financing Activities,null,Store,null
OFS_Changes in Operating Assets and Liabilities,OFS_Adjustments to Net Income,null,Store,null
North Channel,Revenue,<none>,Store,+
OWP_Employee Properties,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Action,OWP_Employee Properties,null,Store,null
OWP_Earning10,OWP_Total Earnings,null,Store,null
OWP_Earning10,Total  Earnings,null,Store,null
OWP_Benefit5,OWP_Total Benefits,null,Store,null
OWP_Tax3,OWP_Total Taxes,null,Store,null
OWP_Tax4,OWP_Total Taxes,null,Store,null
OWP_Labor Hours,OWP_Total Labor Hours,null,Store,null
OCX_Equipment Standard Cost,OCX_Standard Rates,null,Store,null
OCX_Expense Account Integration,OCX_Accounts - Capital Expense,null,Store,null
OCX_Finstatement Expenses,OCX_Expense Account Integration,null,Store,null
OCX_Accumulated Amortization,OCX_Finstatement Accounts for Intangible Assets,null,Store,null
OCX_Accumulated Amortization,"OCX_Intangible Assets Finite, Net",null,Store,null
OCX_Basic Cost,OCX_Calculated Cost Assumptions,null,Store,null
OCX_Basic Cost,OCX_Asset Cost Assumptions,null,Store,null
OCX_Capital Global Assumptions,OCX_Capital Assumptions,null,Store,null
OCX_Asset Description,OCX_General Asset Properties,null,Store,null
OCX_Asset Description,OCX_Basic Details,null,Store,null
OCX_UOM,OCX_Asset Properties,null,Store,null
OCX_Asset Acquired,OCX_Asset Properties,null,Store,null
OCX_Custom Date Assumptions,OCX_Asset Date Assumptions,null,Store,null
OCX_Asset Count,OCX_Asset Control Properties,null,Store,null
OCX_Maintenance %,OCX_Asset Cost Assumptions,null,Store,null
OCX_Maintenance %,OCX_Tangible Expense Drivers,null,Store,null
OCX_Maintenance %,OCX_Intangible Expense Drivers,null,Store,null
OCX_Maintenance %,OCX_Lease Asset Expense Drivers,null,Store,null
OCX_Taxes %,OCX_Asset Cost Assumptions,null,Store,null
OCX_Taxes %,OCX_Tangible Expense Drivers,null,Store,null
OCX_Partial Capitalize %,OCX_Asset Cost Assumptions,null,Store,null
OCX_Cash Staggered Value,OCX_Cash Flow and Funding Assumptions,null,Store,null
OCX_Funding Staggered Value,OCX_Cash Flow and Funding Assumptions,null,Store,null
"OCX_Intangible Assets, Net",OCX_Assets,null,Store,null
OCX_Expenses - Capital,OCX_Financial Statement Impact,null,Store,null
OCX_Retirement Expenses,OCX_Net Loss/(Gain) on Sale of Assets,null,Store,null
OCX_Capital Cash Flow Impact,OCX_Financial Statement Impact,null,Store,null
OCX_Required Assumption On Forms,OCX_Capital Assumptions On Forms,null,Store,null
OCX_Custom Descriptive Properties,OCX_Capital Assumptions On Forms,null,Store,null
OCX_Lease Term (In Years),OCX_ Required Leased Assets General Assumptions,null,Store,null
OPF_Assignment Start Date,OPF_Basic Expense Assumptions,null,Store,null
OPF_Assignment Start Date,OPF_Required Equipment Assumptions,null,Store,null
OPF_Assignment Start Date,OPF_Required Labor Assumptions,null,Store,null
OPF_Custom Labor Assumptions,OPF_Labor Assumptions,null,Store,null
OPF_Skill Set,OPF_Custom Labor Assumptions,null,Store,null
OPF_Material,OPF_Revenue Drivers Read Only,null,Store,null
OPF_Material,OPF_Required Material Assumptions,null,Store,null
OPF_Billable,OPF_Basic Expense Assumptions,null,Store,null
OPF_Billable,OPF_T&M Assumptions,null,Store,null
OPF_Billable,OPF_Revenue Drivers Read Only,null,Store,null
OPF_Offsite Labor Hours,OPF_Contract Labor Hours,null,Store,null
OPF_Offsite Labor Hours,OPF_Overhead Drivers,null,Store,null
OPF_Offsite Labor Hours,OPF_Billable Hours,null,Store,null
OPF_Offsite Labor Hours,OPF_Workforce Project Integration Accounts,null,Store,null
OPF_Equipment Expense Detail,OPF_Expense Details,null,Store,null
OPF_Expense Details Entered,OPF_Expense Details,null,Store,null
OCX_Custom Leased Assets General Assumptions,OCX_Leased Asset General Assumptions,null,Store,null
OCX_Second hand market value (Salvage Value),OCX_Required Leased Asset Cost Assumptions,null,Store,null
OCX_Assets Variance %,OCX_KPIs,null,Store,null
OCX_Per Unit Cost Detail,OCX_KPIs,null,Store,null
OCX_Asset Operating Cost,OCX_Per Unit Cost Detail,null,Store,null
OCX_Asset Cost per UOM,OCX_Per Unit Cost Detail,null,Store,null
OCX_Capital Expenditure,OCX_KPIs,null,Store,null
OCX_Capital Expenditure,OCX_New Asset KPI,null,Store,null
OPF_Override Standard Material Rates,OPF_Project Required Properties,null,Store,null
OPF_Override Standard Material Rates,OPF_Required Properties,null,Store,null
OPF_Project Customer Name,OPF_Additional Properties,null,Store,null
OPF_Revenue Recognition,OPF_Revenue Project Properties,null,Store,null
OPF_Revenue Recognition,OPF_Project Required Properties,null,Store,null
OPF_Project Custom Properties,OPF_Properties on Forms,null,Store,null
PA Scenarios,OPF_Project Custom Properties,<none>,Store,+
OPF_Labor Standard Rate Assumptions,OPF_Standard Rates,null,Store,null
OPF_On Site Standard Billing Rate,OPF_Labor Standard Rate Assumptions,null,Store,null
OPF_Off Site Standard Billing Rate,OPF_Labor Standard Rate Assumptions,null,Store,null
OPF_Material Standard Billing Rate,OPF_Material Standard Rate Assumptions,null,Store,null
OPF_Total Expenses,OPF_Financial Performance Measures,null,Store,null
OPF_Total Expenses,OPF_Project Expense Planning,null,Store,null
OPF_Total Expenses,OPF_Project Benefit,null,Store,null
OPF_Total Expenses,OPF_Expense KPIs,null,Store,null
OPF_Total Expenses,OPF_Project Profitability,null,Store,null
OPF_Total Expenses,OPF_Cost Plus Drivers,null,Store,null
OPF_Direct Expenses,OPF_Expense KPIs,null,Store,null
OPF_Direct Expenses,OPF_Total Expenses,null,Store,null
OPF_Labor Expense,OPF_Total Labor Expense,null,Store,null
OPF_Labor Expense,OPF_Workforce Project Integration Accounts,null,Store,null
OPF_Labor Expense,OPF_Total Non Billable Expenses,null,Store,null
OPF_Labor Expense,OPF_Financial Integration Accounts,null,Store,null
OPF_Labor Expense,OPF_Project Expense Drivers,null,Store,null
OPF_Offsite Labor Expense,OPF_Labor Expense - Billable,null,Store,null
OPF_Offsite Labor Expense,OPF_Overhead Drivers,null,Store,null
OPF_Offsite Labor Expense,OPF_Financial Integration Accounts,null,Store,null
OPF_Offsite Labor Expense,OPF_Project Expense Drivers,null,Store,null
OPF_Indirect Expenses,OPF_Total Expenses,null,Store,null
OPF_Indirect Expenses,OPF_Uses of Cash,null,Store,null
OPF_Indirect Expenses,OPF_Expense Total,null,Store,null
OPF
