ACCOUNT,PARENT,ALIAS:_DEFAULT,'STORE',AGGREGATION_(EPBCS)
OFS_Total Professional Fees,OFS_Total Other Expenses,null,Store,null
Training Expenses,Total IT Spends,<none>,Store,+
Client Maintenance,Total IT Spends,<none>,Store,+
OFS_Net Income %,OFS_Income Statement KPIs,null,Store,null
OFS_Sales and Marketing Expenses To Revenue,OFS_Income Statement KPIs,null,Store,null
OFS_Balance Sheet Planning,OFS_Financials Accounts,null,Store,null
OFS_Liability Accounts,OFS_Predefined Balance Sheet Accounts,null,Store,null
OFS_Total Liabilities and Equity,OFS_Balance Sheet,null,Store,null
OPF_Quantative Measure,OPF_Project Benefit Assumptions,null,Store,null
OPF_Financial Benefits,OPF_Sources of Cash,null,Store,null
OPF_Financial Benefits,OPF_Project Benefit Assumptions,null,Store,null
OPF_Benefit Description,OPF_Project Benefit Assumptions,null,Store,null
OPF_Non Financial Benefits,OPF_Project Benefit Assumptions,null,Store,null
OPF_Financial Integration Accounts,OPF_Cross Module Integration,null,Store,null
OPF_Total Other Expenses - Store,OPF_Project Expense Drivers,null,Store,null
OPF_Cumulative Cash Outflow,OPF_Cash Flow KPIs,null,Store,null
OPF_% Complete,OPF_EVM,null,Store,null
OPF_EAC,OPF_EVM,null,Store,null
OPF_ISAC,OPF_EVM,null,Store,null
OPF_PM - Estimated Completion Date,OPF_EVM,null,Store,null
OPF_Project Detail Information,OPF_Financial Review,null,Store,null
OPF_Performance Metrics,OPF_Financial Review,null,Store,null
A_25400,A_25000,25400-Withholding Tax Payable,Store,+
A_26100,A_26000,26100-Longer Term Debt,Store,+
A_26700,A_26000,26700-Product Warranty,Store,+
A_29100,A_29000,29100-I/C Payable,Store,+
A_30000,Liabilities and Owner's Equity,30000-Owner`s Equity,Store,+
A_33150,A_30000,33150-Other Comprehensive Income (Gain/Loss),Store,+
A_95011,Gross Margin,95011-Revenue,Store,+
A_49901,A_40000,49901-Revenue - Document Clearing,Store,+
A_50500,A_50100,50500-Expenses Burden,Store,+
A_11101,A_11000,11101-USBNK Checking Account,Store,+
A_11200,A_11000,11200-Cash,Store,+
A_11503,A_11000,11503-Clearing USBNK2 Checking Account,Store,+
A_12110,A_12000,12110-On Account Receipts,Store,+
A_12130,A_12000,12130-Unidentified Receipts,Store,+
A_12140,A_12000,12140-Unapplied Cash,Store,+
A_13601,A_13000,13601-LOAN Loan Receivables,Store,+
A_13603,A_13000,13603-LOAN TERM Term Loan Receivables,Store,+
A_14720,A_14000,14720-WIP Material Overhead Value,Store,+
A_14740,A_14000,14740-WIP Resource Value,Store,+
A_15120,A_15100,15120-Buildings and Improvements,Store,+
A_15130,A_15100,15130-Machinery and Equipment,Store,+
A_15230,A_15200,15230-Right of Use Computer Hardware,Store,+
A_15350,A_15300,15350-Goodwill,Store,+
A_16600,A_16000,16600-Revaluation Reserve,Store,+
A_17500,A_17000,17500-Long Term Investments,Store,+
A_22185,A_22000,22185-Joint Venture Partner Contribution Account,Store,+
A_23210,A_23000,23210-FICA Employer Withheld,Store,+
A_23510,A_23000,23510-Accrued Sick,Store,+
A_59510,A_59000,59510-Project Inventory  Cost,Store,+
A_60110,A_60100,60110-Salaries,Store,+
A_60120,A_60100,60120-Holidays Paid,Store,+
A_60200,A_60000,60200-Other Employee Benefits,Store,+
A_60510,A_60500,60510-Taxis/parking/other,Store,+
A_60550,A_60500,60550-Travel Agency,Store,+
A_62510,A_62000,62510-Freight Expenses on Purchases,Store,+
A_62530,A_62000,62530-Freight Expenses on Admin,Store,+
A_62540,A_62000,62540-Warehousing,Store,+
A_63130,A_63100,63130-Gifts,Store,+
A_63150,A_63100,63150-Tradeshow Space Rental,Store,+
New Job,WFP Mass Actions,<none>,Store,+
Feb1,WFP Periods,Feb-22,Store,+
Nov1,WFP Periods,Nov-22,Store,+
Oct2,WFP Periods,Oct-23,Store,+
May3,WFP Periods,May-24,Store,+
Net Productive Time,Workforce Accts - Custom,Default Net Daily Productive Time,Store,+
FTE Over/(Under) Staffed,Labor Demand,<none>,Store,+
Overtime Cap,Workforce Accts - Custom,Overtime Cap per Month,Store,+
Overtime Cap,Hourly Staffing Details,Overtime Cap per Month,Store,+
A_65110,A_65000,65110-Professional Fees - All others,Store,+
A_65420,A_65000,65420-HR Recruiting  Fees,Store,+
A_68170,A_68000,68170-Depreciation Office Equipment,Store,+
A_77001,A_70000,77001-Extraordinaries,Store,+
A_78510,A_77001,78510-Gain on Retirement-Proceeds of Sale,Store,+
A_78520,A_77001,78520-Loss on Retirement-Proceeds of Sale,Store,+
A_78610,A_77001,78610-Realised Gain,Store,+
A_79300,A_79001,79300-State Income Tax,Store,+
Gross Margin %,Profit Performance Ratios,<none>,Store,+
Return on Sales,Profit Performance Ratios,<none>,Store,+
Debt to Capital,Leverage Ratios,<none>,Store,+
Days in Receivables,Activity Ratios,<none>,Store,+
SG&A Expense to Revenue,Custom Ratios,<none>,Store,+
Compensation Expense to Revenue,Custom Ratios,<none>,Store,+
Workforce - Mass Hiring,Workforce Custom Accounts,<none>,Store,~
Override Job Default Salary Basis,Workforce - Mass Hiring,<none>,Store,+
Total Adjusted Staffed FTE,Hourly Staffing Details,<none>,Store,+
Temp Staffed Hours,Temp Hourly Staffing,<none>,Store,+
Temp FTE,Temp Hourly Staffing,<none>,Store,+
Temp FTE,Total FTE Supply,<none>,Store,+
I/C Accounts Payable,OFS_Total Current Liabilities,<none>,Store,+
OFS_Balance Sheet KPIs,OFS_Balance Sheet Planning,null,Store,null
OWP_Merit Month,OWP_Workforce Planning Accounts for Forms,null,Store,null
OWP_Merit Month,OWP_Dynamic Properties,null,Store,null
OWP_Employee Type,OWP_Workforce Planning Accounts for Forms,null,Store,null
OWP_Employee Type,OWP_Dynamic Properties,null,Store,null
OWP_FTE,OWP_Dynamic Properties,null,Store,null
OWP_FTE,OWP_Workforce Planning Accounts for Forms,null,Store,null
OWP_FTE,OWP_Workforce Project Integration Accounts,null,Store,null
OWP_Highest Education Degree,OWP_Employee Demographics,null,Store,null
OWP_Contractor Headcount,OWP_Total Headcount,null,Store,null
OWP_Reconciled FTE,OWP_Workforce Planning Assumptions,null,Store,null
OWP_FTE Variance,OWP_Workforce Planning Assumptions,null,Store,null
OWP_Tier3,OWP_Tiers,null,Store,null
OWP_Default Merit,OWP_Merit Rates,null,Store,null
OFS_Change in Accounts Receivable,OFS_Indirect Method Accounts,null,Store,null
OFS_Change in Accounts Receivable,OFS_Changes in Operating Assets and Liabilities,null,Store,null
OFS_Indirect Cash Flow Statement,OFS_Cash Planning,null,Store,null
OFS_Cash Flow from Operating Activities,OFS_Net Cash Flow,null,Store,null
OFS_Dividends Paid,OFS_Net Cash from Financing Activities,null,Store,null
OFS_Cash Flow Check,OFS_Indirect Cash Flow Statement,null,Store,null
OFS_NPV,OFS_Cash Flow KPIs,null,Store,null
OWP_Cut-off Date,OWP_Employee Properties,null,Store,null
OWP_Hiring Status,OWP_Employee Properties,null,Store,null
OWP_Dynamic Properties,OWP_Employee Properties,null,Store,null
OWP_Basic Salary,Total  Salary,null,Store,null
OWP_Basic Salary,OWP_Total Salary,null,Store,null
OWP_Total Earnings,OWP_Total Compensation,null,Store,null
OWP_Earning5,OWP_Total Earnings,null,Store,null
OWP_Earning8,OWP_Total Earnings,null,Store,null
OWP_Tax2,OWP_Total Taxes,null,Store,null
OWP_Off Site Standard Billing Rate,OWP_Labor Standard Rate Assumptions,null,Store,null
OWP_Onsite Labor Hours,OWP_Total Labor Hours,null,Store,null
OWP_Labor Expense - Billable,OWP_Allocated Project Expense,null,Store,null
OCX_Maintenance,OCX_Intangible Expenses,null,Store,null
OCX_Maintenance,OCX_Capital Operating Expenses,null,Store,null
OCX_Maintenance,OCX_Fixed Assets Related Expenses,null,Store,null
OCX_Maintenance,OCX_Lease Asset Expenses,null,Store,null
OCX_Maintenance,OCX_Tangible Expenses,null,Store,null
OCX_Maintenance,OCX_Finstatement Accounts for Assets,null,Store,null
OCX_Repairs,OCX_Tangible Expenses,null,Store,null
OCX_Repairs,OCX_Finstatement Accounts for Assets,null,Store,null
OCX_Repairs,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_Repairs,OCX_Capital Operating Expenses,null,Store,null
OCX_Repairs,OCX_Fixed Assets Related Expenses,null,Store,null
OCX_Repairs,OCX_Lease Asset Expenses,null,Store,null
OCX_Accumulated Depreciation,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_Accumulated Depreciation,OCX_Finstatement Accounts for Assets,null,Store,null
OCX_Accumulated Depreciation,"OCX_Property, Plant, and Equipment Net",null,Store,null
OCX_Cash Inflow from Funding,OCX_Finstatement Accounts for Assets,null,Store,null
OCX_Cash Inflow from Funding,OCX_Finstatement Accounts for Intangible Assets,null,Store,null
OCX_Cash Inflow from Funding,OCX_Capital Cash Flow Impact,null,Store,null
OCX_Finstatement Accounts for Intangible Assets,OCX_Finstatement Expenses,null,Store,null
OCX_Long Term Debt: Lease Obligation,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_Long Term Debt: Lease Obligation,OCX_Liabilities,null,Store,null
OCX_Interest,OCX_Capital Ownership Costs,null,Store,null
OCX_Interest,OCX_Expenses - Capital,null,Store,null
OCX_Interest,OCX_Finstatement Accounts for Lease Assets,null,Store,null
OCX_Required Tangible Cost Assumptions,OCX_Tangible Asset Cost Drivers,null,Store,null
OCX_Tax Amount,OCX_Custom Tangible Cost Assumptions,null,Store,null
OCX_Tax Amount,OCX_Fixed Assets Related Expenses,null,Store,null
OCX_Tax Amount,OCX_Tangible Expenses,null,Store,null
OCX_Low Value Lease Term (in Months),OCX_Tangible Capital Global Assumptions,null,Store,null
OCX_Intangible Capital Global Assumptions,OCX_Capital Global Assumptions,null,Store,null
OCX_Delayed Start Date,OCX_Custom Date Assumptions,null,Store,null
OCX_Reason ended,OCX_Custom Date Assumptions,null,Store,null
OCX_Asset Control Properties,OCX_Asset Properties,null,Store,null
OCX_Asset Requisition Status,OCX_Asset Control Properties,null,Store,null
OCX_Salvage Input,OCX_Asset Cost Assumptions,null,Store,null
OCX_Cash Flow Allocator,OCX_Capital Assumptions,null,Store,null
OCX_Funding %,OCX_Cash Flow and Funding Assumptions,null,Store,null
OCX_Liabilities,OCX_Balance Sheet Impact,null,Store,null
OCX_Asset Retirement Liability,OCX_Liabilities,null,Store,null
OCX_Intangible Expense Drivers,OCX_Intangible Asset Planning,null,Store,null
OCX_Leased Asset General Assumptions,OCX_Leased Asset Assumptions,null,Store,null
OCX_Lease Date,OCX_ Required Leased Assets General Assumptions,null,Store,null
OCX_Estimated Useful Life (Years),OCX_ Required Leased Assets General Assumptions,null,Store,null
OPF_Assignment Location,OPF_Custom Labor Assumptions,null,Store,null
OPF_Assignment Type,OPF_Revenue Drivers Read Only,null,Store,null
OPF_Assignment Type,OPF_T&M Labor Assumptions,null,Store,null
OPF_Expense Cash Flow Incidence,OPF_Required Material Assumptions,null,Store,null
OPF_Expense Cash Flow Incidence,OPF_Required Other Expense Assumptions,null,Store,null
OPF_Expense Cash Flow Incidence,OPF_Basic Expense Assumptions,null,Store,null
OPF_Direct Input Expense Assumptions,OPF_Expense Drivers on Forms,null,Store,null
OPF_Expense Type,OPF_Direct Input Expense Assumptions,null,Store,null
OPF_Capital Expenses,OPF_Capital Project Assumptions,null,Store,null
OPF_Asset Class,OPF_Capital Project Assumptions,null,Store,null
OPF_T&M Assumptions,OPF_Expense Drivers on Forms,null,Store,null
OPF_Material Expense Detail,OPF_Expense Details Entered,null,Store,null
OPF_Units,OPF_Material Expense Detail,null,Store,null
OPF_Direct Expense Amount,OPF_Direct Entry Detail,null,Store,null
OCX_Implicit Interest Rate,OCX_ Required Leased Assets General Assumptions,null,Store,null
OCX_Asset Cost per Unit/Month,OCX_Per Unit Cost Detail,null,Store,null
OPF_Project Assumptions,Accounts - Project,null,Store,null
OPF_Override Standard Labor Rates,OPF_Required Properties,null,Store,null
OPF_Override Standard Labor Rates,OPF_Project Required Properties,null,Store,null
OPF_Override Standard Equipment Rates,OPF_Required Properties,null,Store,null
OPF_Override Standard Equipment Rates,OPF_Project Required Properties,null,Store,null
OPF_Source Name,OPF_Capital Project Properties,null,Store,null
OPF_Revenue Cash Flow Incidence,OPF_Revenue Project Properties,null,Store,null
OPF_Revenue Cash Flow Incidence,OPF_Project Required Properties,null,Store,null
OPF_Labor Standard Hourly Cost,OPF_Labor Standard Rate Assumptions,null,Store,null
OPF_Equipment Standard Billing Rate,OPF_Equipment Standard Rate Assumptions,null,Store,null
OPF_Project Range,OPF_Basic Expense Assumptions,null,Store,null
OPF_Line Item Start Date,OPF_Basic Expense Assumptions,null,Store,null
OPF_Material UOM,OPF_Basic Expense Assumptions,null,Store,null
OPF_Material UOM,OPF_Unit of Measure,null,Store,null
OPF_Total Equipment Expense,OPF_Direct Expenses,null,Store,null
OPF_Total Equipment Expense,OPF_Expense Total,null,Store,null
OPF_Total Equipment Expense,OPF_Cost Plus Drivers,null,Store,null
OPF_Total Equipment Expense,OPF_Uses of Cash,null,Store,null
OPF_Equipment Expense,OPF_Project Expense Drivers,null,Store,null
OPF_Equipment Expense,OPF_Total Equipment Expense,null,Store,null
OPF_Equipment Expense,OPF_Financial Integration Accounts,null,Store,null
OPF_Equipment Expense,OPF_Capital Project Integration,null,Store,null
OPF_Equipment Expense,OPF_Total Non Billable Expenses,null,Store,null
OPF_Other Direct Costs,OPF_Total Other Direct Costs,null,Store,null
OPF_Other Direct Costs,OPF_Direct Expenses,null,Store,null
OPF_Other Direct Costs,OPF_Uses of Cash,null,Store,null
OPF_Engineering Overhead,OPF_Financial Integration Accounts,null,Store,null
OPF_Engineering Overhead,OPF_Total Overheads,null,Store,null
OPF_Revenue Recognition Assumptions,OPF_Required Revenue Assumptions,null,Store,null
OPF_Revenue Recognition %,OPF_Revenue Recognition Assumptions,null,Store,null
OPF_Total Expenses - Store,OPF_Project Expense Drivers,null,Store,null
OPF_Total Non Billable Expenses,OPF_Contract Project Expense,null,Store,null
OPF_Project Expense Drivers,OPF_Cross Module Integration,null,Store,null
OPF_Project Expense Drivers,OPF_Capital Project Analysis,null,Store,null
OPF_Discounting Factor,OPF_Cash Flow KPIs,null,Store,null
OPF_When Period,OPF_Revenue Recognition Assumptions,null,Store,null
OPF_Revenue Drivers Read Only,OPF_Revenue Drivers on Forms,null,Store,null
OPF_Contract Revenue - Time and Material,OPF_Contract Revenue,null,Store,null
OPF_Project Benefit Assumptions,Accounts - Project,null,Store,null
OPF_User Base,OPF_Total Non Financial Benefits,null,Store,null
OPF_On Site Labor Billing Rate,OPF_Time and Material Assumptions,null,Store,null
OPF_On Site Labor Billing Rate,OPF_Revenue Entered Drivers,null,Store,null
OPF_Direct Input Revenue Assumptions,OPF_Required Revenue Assumptions,null,Store,null
OPF_Total Travel - Store,OPF_Project Expense Drivers,null,Store,null
OPF_Total Overheads - Store,OPF_Project Expense Drivers,null,Store,null
OPF_Expense Total,OPF_Expense Reporting,null,Store,null
OPF_Billable Hours,OPF_Total Labor Hours,null,Store,null
OPF_Billable Hours,OPF_Revenue KPIs,null,Store,null
OPF_Total Investment,OPF_KPIs,null,Store,null
OPF_Total Investment,OPF_Performance Metrics,null,Store,null
OPF_Total Investment,OPF_KPIs on Forms,null,Store,null
OPF_Total Revenue and Benefits,OPF_KPIs,null,Store,null
OPF_Revenue Drivers on Forms,OPF_Revenue Assumptions,null,Store,null
OPF_Contract Revenue - Cost Plus,OPF_Contract Revenue,null,Store,null
OPF_Contract Revenue - Cost Plus,OPF_Financial Integration Accounts,null,Store,null
OPF_Contract Revenue - Equipment,OPF_Financial Integration Accounts,null,Store,null
OPF_Contract Revenue - Equipment,OPF_Contract Revenue - Time and Material,null,Store,null
OPF_Maintenance Revenue,OPF_Services,null,Store,null
OPF_Maintenance Revenue,OPF_Financial Integration Accounts,null,Store,null
OPF_Financial Benefit Amount,OPF_Project Benefit Assumptions,null,Store,null
OPF_Project Benefit,OPF_Impact on Financial Statements,null,Store,null
OPF_Project Benefit,OPF_Financial Performance Measures,null,Store,null
OPF_Workforce Project Integration Accounts,OPF_Cross Module Integration,null,Store,null
OPF_NPV,OPF_Cash Flow KPIs,null,Store,null
OPF_NPV,OPF_KPIs on Forms,null,Store,null
OPF_BAC,OPF_EVM,null,Store,null
OPF_Estimated Completion Date,OPF_EVM,null,Store,null
A_24000,A_20000,24000-Accrued Expense and Deferred Income,Store,+
A_24610,A_24000,24610-Unpaid claims and adjustment expenses,Store,+
A_25200,A_25000,25200-State Sales and Use Tax Payable,Store,+
A_29000,A_20000,29000-I/C Payable,Store,+
A_35000,A_30000,35000-Cumulative Translation Adjustment,Store,+
A_39999,A_30000,39999-Minority Interest Equity,Store,+
Pretax Income,A_95001,<none>,Store,+
A_40000,A_95011,40000-Revenues,Store,+
A_41100,A_40000,41100-Revenue Hardware,Store,+
A_44000,A_40000,44000-Revenue - Intra-EU,Store,+
A_47000,A_40000,47000-Revenue - Miscellaneous,Store,+
A_48100,A_40000,48100-Earned Premiums,Store,+
A_49000,A_40000,49000-Revenue - Unallocated,Store,+
A_51100,A_50100,51100-Cost of Goods Sold,Store,+
Financial Drivers,A_All_Corp_Acct_V1,<none>,Store,+
A_12000,A_10000,12000-Accounts Receivables,Store,+
A_12104,A_12000,12104-Revenue Clearing,Store,+
A_12145,A_12000,12145-Cash Clearing,Store,+
A_12170,A_12000,12170-Confirmed Receipts,Store,+
A_13000,A_10000,13000-Other Receivables,Store,+
A_13100,A_13000,13100-Interest Receivable,Store,+
A_14300,A_14000,14300-Inventory Overhead Value,Store,+
OPF_Expense Details,OPF_Expense Assumptions,null,Store,null
OPF_Cost/Unit,OPF_Expense Calculated,null,Store,null
OCX_Low Value Override,OCX_ Required Leased Assets General Assumptions,null,Store,null
OCX_Leased Asset Cost Assumptions,OCX_Leased Asset Assumptions,null,Store,null
OCX_PV of Lease,OCX_Required Leased Asset Cost Assumptions,null,Store,null
OCX_Down Payment,OCX_Required Leased Asset Cost Assumptions,null,Store,null
OCX_Capital Expense Variance %,OCX_KPIs,null,Store,null
OPF_Project Status,OPF_Project Detail Information,null,Store,null
OPF_Project Status,OPF_Project Required Properties,null,Store,null
OPF_Project Status,OPF_Required Properties,null,Store,null
OPF_Project Location,OPF_Additional Properties,null,Store,null
OPF_Project Read Only Properties,OPF_Properties on Forms,null,Store,null
OPF_Duration (In Days),OPF_Basic Line Item Field,null,Store,null
OPF_Equipment Standard Cost,OPF_Equipment Standard Rate Assumptions,null,Store,null
OPF_Material Expense - Billable,OPF_Total Material Expense,null,Store,null
OPF_Material Expense - Billable,OPF_Project Expense Drivers,null,Store,null
OPF_Material Expense - Billable,OPF_Total Billable Expenses,null,Store,null
OPF_Material Expense - Billable,OPF_Financial Integration Accounts,null,Store,null
OPF_Miscellaneous Expense,OPF_Other Direct Costs,null,Store,null
OPF_Miscellaneous Expense,OPF_Financial Integration Accounts,null,Store,null
OPF_Miscellaneous Expense,OPF_Project Expense Drivers,null,Store,null
OPF_Total Overheads,OPF_Indirect Expenses,null,Store,null
OPF_Facilities Allocation,OPF_Financial Integration Accounts,null,Store,null
OPF_Facilities Allocation,OPF_Total Overheads,null,Store,null
OPF_Information Systems Overhead,OPF_Total Overheads,null,Store,null
OPF_Information Systems Overhead,OPF_Financial Integration Accounts,null,Store,null
OPF_Fringe Overhead,OPF_Total Overheads,null,Store,null
OPF_Fringe Overhead,OPF_Financial Integration Accounts,null,Store,null
OPF_Corporate General and Administrative,OPF_Total General and Administrative Expenses,null,Store,null
OPF_Corporate General and Administrative,OPF_Financial Integration Accounts,null,Store,null
OPF_Recognized Revenue,OPF_Revenue Recognition Assumptions,null,Store,null
OPF_Revenue Recognition Indicator,OPF_Revenue Recognition Assumptions,null,Store,null
OPF_Project Measures,Accounts - Project,null,Store,null
OPF_Total Billable Expenses,OPF_Contract Project Expense,null,Store,null
OPF_Project Profitability,OPF_Revenue KPIs,null,Store,null
OPF_Project Profitability,OPF_Impact on Financial Statements,null,Store,null
OPF_Project Profitability,OPF_Financial Performance Measures,null,Store,null
OPF_Contract Revenue,OPF_Total Revenue,null,Store,null
OPF_Contract Revenue - Subcontracts,OPF_Contract Revenue - Time and Material,null,Store,null
OPF_Contract Revenue - Material,OPF_Financial Integration Accounts,null,Store,null
OPF_Contract Revenue - Material,OPF_Contract Revenue - Time and Material,null,Store,null
OPF_Employee Satisfaction Index,OPF_Total Non Financial Benefits,null,Store,null
OPF_Impact on Financial Statements,Accounts - Project,null,Store,null
OPF_Cash from Financing Activities,OPF_Sources of Cash,null,Store,null
OPF_Equipment Operating Expenses,OPF_Uses of Cash,null,Store,null
OPF_Cumulative Cash Inflow,OPF_Cash Flow KPIs,null,Store,null
OPF_Financial Performance Measures,OPF_Financial Review,null,Store,null
A_23900,A_23000,23900-Payroll Clearing,Store,+
A_24510,A_24000,24510-Contract Liability for Performance Obligations,Store,+
A_25100,A_25000,25100-Property Tax Payable,Store,+
Gross Margin,Pretax Income,<none>,Store,+
A_41000,A_40000,41000-Revenue - Domestic,Store,+
A_49100,A_40000,49100-Revenue - Unbilled,Store,+
A_49902,A_40000,49902-Revenue - MEA Carve-out Clearing,Store,+
A_50300,A_50100,50300-Chargeback Burden,Store,+
OPF_Effective Discount Rate,OPF_Project Measures,null,Store,null
Balance Sheet,A_T,<none>,Store,+
A_10000,Balance Sheet,10000-Assets,Store,+
A_12102,A_12000,12102-Accounts Receivable (Low Risk),Store,+
A_12103,A_12000,12103-Accounts Receivable (High Risk),Store,+
A_12111,A_12000,12111-Accounts Receivable - JVM,Store,+
A_12120,A_12000,12120-Unapplied Receipts,Store,+
A_13300,A_13000,13300-VAT Receivable,Store,+
A_13400,A_13000,13400-Withholding Tax Receivable,Store,+
A_13500,A_13000,13500-Prepayments,Store,+
A_14500,A_14000,14500-Inventory Outside Processing Value,Store,+
A_15100,A_15000,15100-Tangible Fixed Assets,Store,+
A_15110,A_15100,15110-Land,Store,+
A_15140,A_15100,15140-Furnitures & Fixtures,Store,+
A_15160,A_15100,15160-Computers and Software,Store,+
A_15250,A_15200,15250-Right of Use Vehicle Standard,Store,+
A_15300,A_15000,15300-Intangible Assets,Store,+
A_15500,A_15300,15500-Leased Assets,Store,+
A_16220,A_16200,16220-Accum. Depr. Right of Use Buildings,Store,+
A_16700,A_16000,16700-Revaluation Amortization,Store,+
A_21000,A_20000,21000-Short Term Payables,Store,+
A_22110,A_22000,22110-Accounts Payables (Third Party Ctr Acct),Store,+
A_22180,A_22000,22180-Interest Payable,Store,+
A_22210,A_22000,22210-Accrued Receipts,Store,+
A_23300,A_23000,23300-State Income Tax Withheld,Store,+
A_23500,A_23000,23500-Accrued Salaries & Wages,Store,+
A_23600,A_23000,23600-Other Payroll Withholdings Payable,Store,+
A_52150,A_50100,52150-Invoice Price Variance,Store,+
A_59110,A_59000,59110-Project Labor Cost,Store,+
A_59920,A_59000,59920-Project Burden Clearing,Store,+
A_60000,A_95021,60000-Operating Expenses,Store,+
A_60111,A_60100,60111-Other part of Salaries,Store,+
A_60112,A_60100,60112-Personnel Lent / other Subsidiary,Store,+
A_60531,A_60500,60531-Hotel / Invoices,Store,+
A_63100,A_60000,63100-Other Purchases and Supplies,Store,+
A_63120,A_63100,63120-Marketing,Store,+
A_63180,A_63100,63180-Advertising,Store,+
A_63551,A_63100,63551-Movables Leasing,Store,+
Changed,WFP Mass Actions,<none>,Store,+
Jan2,WFP Periods,Jan-23,Store,+
Feb2,WFP Periods,Feb-23,Store,+
May2,WFP Periods,May-23,Store,+
Feb3,WFP Periods,Feb-24,Store,+
Apr3,WFP Periods,Apr-24,Store,+
Labor Demand,Workforce Accts - Custom,<none>,Store,+
Overtime Hours,Hourly Staffing Details,<none>,Store,+
A_63595,A_63100,63595-Property Tax,Store,+
A_64510,A_64000,64510-Communications costs,Store,+
A_64570,A_64000,64570-Bank Charges,Store,+
A_65120,A_65000,65120-Other Studies excl. Marketing,Store,+
A_68150,A_68000,68150-Depreciation Vehicles,Store,+
A_68190,A_68000,68190-Depreciation Intangible Assets,Store,+
A_68270,A_68000,68270-Depreciation on ROU Office Equipment,Store,+
Allocations In,Allocations,<none>,Store,+
A_78210,A_77001,78210-Interest Expenses,Store,+
Loan Amount,Loan Assumptions,<none>,Store,+
Total Operating Expenses,Cash Flow Members,<none>,Store,+
Total Cash Out Flows,Cash Flow Members,<none>,Store,+
Mileage,Total  Benefits,<none>,Store,+
Total  Taxes,Total  Compensation,<none>,Store,+
Client Maintenance Cost per Machine,IT Spends Expense Drivers,<none>,Store,+
Training Cost per Headcount,IT Spends Expense Drivers,<none>,Store,+
OFS_Meal Expense %,OFS_Travel and Entertainment Expense Drivers,null,Store,null
OFS_Meal Expense %,OFS_Predefined Compensation Drivers,null,Store,null
OFS_Marketing Expense Drivers,OFS_Expense Drivers for Forms,null,Store,null
OFS_Cost Per Event,OFS_Predefined Marketing Drivers,null,Store,null
OFS_Cost Per Event,OFS_Marketing Expense Drivers,null,Store,null
OFS_Number of Advertisements,OFS_Marketing Expense Drivers,null,Store,null
OFS_Number of Advertisements,OFS_Predefined Marketing Drivers,null,Store,null
OFS_Cost per Advertisement,OFS_Marketing Expense Drivers,null,Store,null
OFS_Cost per Advertisement,OFS_Predefined Marketing Drivers,null,Store,null
OFS_Other Marketing %,OFS_Marketing Expense Drivers,null,Store,null
OFS_Other Marketing %,OFS_Predefined Marketing Drivers,null,Store,null
TP-Days,System Members,null,Store,null
isExpenseLineUsed,System Members,null,Store,null
Cost Plus Driver Count,System Members,null,Store,null
Forecast Data Present,System Members,null,Store,null
OFS_Revenue Planning,OFS_Financials Accounts,null,Store,null
OFS_Other Revenue,OFS_Total Revenue,null,Store,null
OFS_Other Revenue,OFS_Project Integration,null,Store,null
OFS_Other Revenue,OFS_Revenue Accounts,null,Store,null
OFS_Material,OFS_Total Cost Of Sales,null,Store,null
OFS_Material,OFS_Cost of Sales Accounts,null,Store,null
OFS_Material,OFS_Project Integration,null,Store,null
I/C Revenue,OFS_Total Revenue,<none>,Store,+
OFS_Revenue KPIs,OFS_Revenue Planning,null,Store,null
OFS_Common Expense Drivers,OFS_Predefined Expense Drivers,null,Store,null
OFS_Expense Drivers for Forms,OFS_Expense Drivers,null,Store,null
Support Calls,IT Spends Expense Drivers,<none>,Store,+
OFS_Meals,OFS_Total Travel and Entertainment Expense,null,Store,null
OFS_Meals,OFS_Travel and Entertainment Expense Accounts,null,Store,null
OFS_Marketing Expense Accounts,OFS_Predefined Expense Accounts,null,Store,null
OPF_Material Standard Rate Assumptions,OPF_Standard Rates,null,Store,null
OPF_Spread Start Date,OPF_Basic Expense Assumptions,null,Store,null
OPF_Equipment UOM,OPF_Basic Expense Assumptions,null,Store,null
OPF_Equipment UOM,OPF_Unit of Measure,null,Store,null
OPF_Onsite Labor Expense,OPF_Labor Expense - Billable,null,Store,null
OPF_Onsite Labor Expense,OPF_Financial Integration Accounts,null,Store,null
OPF_Onsite Labor Expense,OPF_Overhead Drivers,null,Store,null
OPF_Onsite Labor Expense,OPF_Project Expense Drivers,null,Store,null
OPF_Total Travel,OPF_Other Direct Costs,null,Store,null
OPF_General and Administrative,OPF_Total General and Administrative Expenses,null,Store,null
OPF_General and Administrative,OPF_Financial Integration Accounts,null,Store,null
OPF_Overhead Drivers,OPF_Project Expense Planning,null,Store,null
OPF_Direct Expenses - Store,OPF_Overhead Drivers,null,Store,null
OPF_Direct Expenses - Store,OPF_Project Expense Drivers,null,Store,null
OPF_Total Labor Expense - Store,OPF_Overhead Drivers,null,Store,null
OPF_Total Labor Expense - Store,OPF_Project Expense Drivers,null,Store,null
OPF_Total Equipment Expense - Store,OPF_Overhead Drivers,null,Store,null
